CounDist,BoroCD,AssemDist,the_geom,CongDist,StSenDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,AssetID,BoroCode,BoroName,Street,SegmentID,PhysicalID,NODEID
33,301,50,POINT (-73.96096999999997 40.70658400000008),7,26,BR03018,Lee Av,Wilson St,-73.96097,40.706584,769,3,Brooklyn,LEE AVENUE,0030569,75427,0
33,301,50,POINT (-73.96101399999998 40.70663200000007),7,26,BR03019,Lee Av,Wilson St,-73.961014,40.706632,770,3,Brooklyn,LEE AVENUE,0030569,75427,0
33,301,50,POINT (-73.96285899999998 40.70580200000006),7,26,BR03020,BEDFORD AV,TAYLOR ST,-73.962859,40.705802,771,3,Brooklyn,BEDFORD AVENUE,0030563,38261,0
40,309,43,POINT (-73.95097699999997 40.66332900000003),9,20,BR03021,NOSTRAND AV,STERLING ST (Empire Blvd),-73.950977,40.663329,772,3,Brooklyn,NOSTRAND AVENUE,0029621,44419,0
45,317,42,POINT (-73.94849299999998 40.640161000000035),9,21,BR03022,Nostrand Av,Newkirk Av,-73.948493,40.640161,773,3,Brooklyn,NOSTRAND AVENUE,0028671,44442,18410
45,314,42,POINT (-73.94767999999993 40.63197000000008),9,21,BR03023,NOSTRAND AV,AV H (Flatbush Av),-73.94768,40.63197,774,3,Brooklyn,NOSTRAND AVENUE,0027546,44447,0
45,318,41,POINT (-73.94461299999995 40.61577900000003),9,22,BR03025,NOSTRAND AV,KINGS HWY,-73.944613,40.615779,775,3,Brooklyn,NOSTRAND AVENUE,0163537,44458,89884
46,315,41,POINT (-73.94202699999994 40.60056400000008),9,19,BR03026,Nostrand Av,Av U,-73.942027,40.600564,776,3,Brooklyn,NOSTRAND AVENUE,0039731,44469,24849
40,309,43,POINT (-73.95296999999994 40.655944000000034),9,20,BR03027,ROGERS AV,PARKSIDE AV,-73.95297,40.655944,777,3,Brooklyn,ROGERS AVENUE,0028614,46090,18381
40,309,43,POINT (-73.95296399999995 40.65590800000007),9,20,BR03028,ROGERS AV,PARKSIDE AV,-73.952964,40.655908,778,3,Brooklyn,ROGERS AVENUE,0028614,46090,18381
36,303,57,POINT (-73.95170199999995 40.690735000000075),8,25,BR03029,Nostrand Av,Kosciuszko St (DeKalb),-73.951702,40.690735,779,3,Brooklyn,NOSTRAND AVENUE,0031015,44388,19733
36,303,57,POINT (-73.95171199999999 40.69077500000003),8,25,BR03030,Nostrand Av,Kosciuszko St (DeKalb),-73.951712,40.690775,780,3,Brooklyn,NOSTRAND AVENUE,0031015,44388,19733
36,303,57,POINT (-73.94962999999996 40.67978000000005),8,25,BR03031,Nostrand Av,Herkimer St (Fulton),-73.94963,40.67978,781,3,Brooklyn,NOSTRAND AVENUE,0029787,44373,19024
36,303,57,POINT (-73.94961999999998 40.679850000000044),8,25,BR03032,Nostrand Av,Herkimer St (Fulton),-73.94962,40.67985,782,3,Brooklyn,NOSTRAND AVENUE,0029787,44373,19024
35,308,43,POINT (-73.95046399999995 40.67091300000004),9,20,BR03033,Nostrand Av,Lincoln Pl (St Johns Pl),-73.950464,40.670913,783,3,Brooklyn,NOSTRAND AVENUE,0029738,44408,19004
35,308,43,POINT (-73.95045999999996 40.67095400000005),9,20,BR03034,Nostrand Av,Lincoln Pl (St Johns Pl),-73.95046,40.670954,784,3,Brooklyn,NOSTRAND AVENUE,0029738,44408,19004
40,317,43,POINT (-73.95005999999995 40.65482000000003),9,20,BR03036,NOSTRAND AV,CLARKSON AV,-73.95006,40.65482,785,3,Brooklyn,NOSTRAND AVENUE,0028744,44430,0
40,317,42,POINT (-73.94957599999998 40.65022200000004),9,21,BR03037,NOSTRAND AV,CHURCH AV,-73.949576,40.650222,786,3,Brooklyn,NOSTRAND AVENUE,0028718,44434,0
40,317,42,POINT (-73.94957899999997 40.65026100000006),9,21,BR03038,NOSTRAND AV,CHURCH AV,-73.949579,40.650261,787,3,Brooklyn,NOSTRAND AVENUE,0028718,44434,0
40,317,42,POINT (-73.95247899999998 40.65138100000007),9,20,BR03041,Rogers Av,Martense St,-73.952479,40.651381,788,3,Brooklyn,ROGERS AVENUE,0028608,46118,18378
40,309,43,POINT (-73.95378099999994 40.663560000000075),9,20,BR03043,Rogers Av,Empire Blvd,-73.953781,40.66356,789,3,Brooklyn,ROGERS AVENUE,0029614,46100,18940
40,309,43,POINT (-73.95377099999996 40.663500000000056),9,20,BR03044,Rogers Av,Empire Blvd,-73.953771,40.6635,790,3,Brooklyn,ROGERS AVENUE,0029614,46100,0
35,308,43,POINT (-73.95305899999994 40.671624000000065),9,20,BR03045,ROGERS AV,ST JOHNS PL,-73.953059,40.671624,791,3,Brooklyn,ROGERS AVENUE,0029654,46111,18961
35,308,43,POINT (-73.95306199999999 40.671587000000045),9,20,BR03046,ROGERS AV,ST JOHNS PL,-73.953062,40.671587,792,3,Brooklyn,ROGERS AVENUE,0029654,46111,18961
36,303,57,POINT (-73.95340999999996 40.68124000000006),8,25,BR03047,Bedford Av,Halsey St,-73.95341,40.68124,793,3,Brooklyn,BEDFORD AVENUE,0029686,38329,18977
36,303,57,POINT (-73.95339799999994 40.68119500000006),8,25,BR03048,Bedford Av,Halsey St,-73.953398,40.681195,794,3,Brooklyn,BEDFORD AVENUE,0029686,38329,0
36,303,57,POINT (-73.95501199999995 40.68929500000007),8,25,BR03049,Bedford Av,Lafayette Av,-73.955012,40.689295,795,3,Brooklyn,BEDFORD AVENUE,0030821,38318,19641
36,303,57,POINT (-73.95500499999997 40.68925900000005),8,25,BR03050,Bedford Av,Lafayette Av,-73.955005,40.689259,796,3,Brooklyn,BEDFORD AVENUE,0030821,38318,19641
33,302,52,POINT (-73.98224499999998 40.68581900000004),8,25,BR03052,ATLANTIC AV,NEVINS ST,-73.982245,40.685819,797,3,Brooklyn,ATLANTIC AVENUE,0022926,43135,0
38,312,49,POINT (-74.00939999999997 40.63530000000003),7,17,BR03053,60 St,8 AV,-74.0094,40.6353,798,3,Brooklyn,60 STREET,0020679,42291,0
37,304,54,POINT (-73.90840999999995 40.69277000000005),7,18,BR03054,HALSEY ST,Knickerbocker Av,-73.90841,40.69277,799,3,Brooklyn,HALSEY STREET,0045357,71300,0
43,311,47,POINT (-74.00923999999998 40.61112000000003),11,22,BR03055,86 St,15 AV,-74.00924,40.61112,800,3,Brooklyn,86 STREET,0019496,37075,0
45,314,41,POINT (-73.94726899999995 40.614427000000035),9,17,BR03056,KINGS HWY,E 27 ST,-73.947269,40.614427,801,3,Brooklyn,KINGS HIGHWAY,0148542,47665,89911
42,305,60,POINT (-73.89451999999994 40.66607000000005),8,19,BR03057,Pennsylvania Av,Dumont Av,-73.89452,40.66607,802,3,Brooklyn,PENNSYLVANIA AVENUE,0047536,68118,0
39,306,52,POINT (-73.99408199999993 40.69006200000007),7,26,BR03058,Atlantic Av,Clinton St,-73.994082,40.690062,803,3,Brooklyn,ATLANTIC AVENUE,0023814,43129,0
48,315,41,POINT (-73.94153499999999 40.598002000000065),9,19,BR03059,Nostrand Av,Av V,-73.941535,40.598002,804,3,Brooklyn,NOSTRAND AVENUE,9005553,44472,0
37,316,54,POINT (-73.90354899999994 40.678180000000054),8,18,BR03061,Van Sinderen Av,Fulton St,-73.903549,40.67818,805,3,Brooklyn,VAN SINDEREN AVENUE,0262375,75265,9036153
37,316,54,POINT (-73.90358899999995 40.678413000000035),8,18,BR03062,Van Sinderen Av,Fulton St,-73.903589,40.678413,806,3,Brooklyn,FULTON STREET LINE,8103976,0,9036153
37,316,54,POINT (-73.90359599999994 40.67845600000004),8,18,BR03063,Van Sinderen Av,Fulton St,-73.903596,40.678456,807,3,Brooklyn,VAN SINDEREN AVENUE,0262374,75265,9036153
37,305,55,POINT (-73.89997399999999 40.676671000000056),7,19,BR03064,Alabama Av,East New York Av,-73.899974,40.676671,808,3,Brooklyn,ALABAMA AVENUE,0168321,96099,80231
36,303,56,POINT (-73.92928299999994 40.68451200000004),8,25,BR03066,Malcolm X Blvd,Halsey St,-73.929283,40.684512,809,3,Brooklyn,MALCOLM X BOULEVARD,0043322,69692,0
36,303,56,POINT (-73.92900799999995 40.67945600000007),8,25,BR03067,Malcolm X blvd,Fulton St,-73.929008,40.679456,810,3,Brooklyn,MALCOLM X BOULEVARD,0167509,69715,26876
41,309,43,POINT (-73.93119199999995 40.65799700000008),9,20,BR03068,Utica Av,Winthrop St,-73.931192,40.657997,811,3,Brooklyn,UTICA AVENUE,0042113,68660,0
36,303,57,POINT (-73.95374399999997 40.68081500000005),8,25,BR03070,Fulton St,Bedford Av,-73.953744,40.680815,812,3,Brooklyn,FULTON STREET,0029569,39108,0
36,303,57,POINT (-73.95480799999996 40.68580300000008),8,25,BR03071,Gates Av,Bedford Av,-73.954808,40.685803,813,3,Brooklyn,GATES AVENUE,0029591,68958,0
47,315,45,POINT (-73.97387699999996 40.590224000000035),11,22,BR03072,Av X,McDonald Av,-73.973877,40.590224,814,3,Brooklyn,AVENUE X,0025142,60454,0
46,318,59,POINT (-73.92979199999996 40.61603800000006),8,19,BR03073,Flatbush Av,Av R,-73.929792,40.616038,815,3,Brooklyn,FLATBUSH AVENUE,0040985,38764,0
41,316,55,POINT (-73.91717399999999 40.67001600000003),9,20,BR03074,Saratoga Av,St Johns Pl,-73.917174,40.670016,816,3,Brooklyn,SARATOGA AVENUE,0167582,72849,27110
44,312,48,POINT (-73.97487199999995 40.621204000000034),10,17,BR03075,Bay PKWY,McDonald Av,-73.974872,40.621204,817,3,Brooklyn,BAY PARKWAY,0026657,51341,0
33,302,50,POINT (-73.96232999999995 40.70007000000004),7,26,BR03076,Williamsburg St,Kent Av,-73.96233,40.70007,818,3,Brooklyn,WILLIAMSBURG ST WEST,0163949,39450,9042166
45,314,42,POINT (-73.95261799999997 40.63067700000005),9,21,BR03077,Bedford Av,Campus Rd,-73.952618,40.630677,819,3,Brooklyn,BEDFORD AVENUE,0027445,46897,0
38,307,51,POINT (-74.01233499999995 40.64327100000003),7,20,BR0326,5 AV,53 ST,-74.012335,40.643271,820,3,Brooklyn,5 AVENUE,0020596,53409,0
38,307,51,POINT (-73.99191299999995 40.662933000000066),7,20,BR0337,5 AV,18 ST,-73.991913,40.662933,821,3,Brooklyn,5 AVENUE,0022440,53360,0
38,307,49,POINT (-74.01160099999998 40.63662900000003),7,20,BR0347,60 ST,7 AV,-74.011601,40.636629,822,3,Brooklyn,60 STREET,0020579,42292,0
35,308,57,POINT (-73.96865099999997 40.677910000000054),9,20,BR0364,VANDERBILT AV,PROSPECT PL,-73.968651,40.67791,823,3,Brooklyn,VANDERBILT AVENUE,0029162,60499,0
40,309,43,POINT (-73.96178499999996 40.663122000000044),9,21,BR0388,EMPIRE BLVD,FLATBUSH AV,-73.961785,40.663122,824,3,Brooklyn,EMPIRE BOULEVARD,0029279,48209,0
40,309,43,POINT (-73.96219399999995 40.66259100000008),9,21,BR0389,FLATBUSH AV,OCEAN AV,-73.962194,40.662591,825,3,Brooklyn,FLATBUSH AVENUE,0029277,38683,0
35,309,43,POINT (-73.95062299999995 40.66940900000003),9,20,BR0390,NOSTRAND AV,EASTERN PKY,-73.950623,40.669409,826,3,Brooklyn,NOSTRAND AVENUE LINE,0257679,0,0
35,309,43,POINT (-73.95136399999996 40.663977000000045),9,20,BR0395,EMPIRE BLVD,NOSTRAND AV,-73.951364,40.663977,827,3,Brooklyn,EMPIRE BOULEVARD,0029615,48204,0
40,309,43,POINT (-73.95060499999994 40.663830000000075),9,20,BR0396,EMPIRE BLVD,NOSTRAND AV,-73.950605,40.66383,828,3,Brooklyn,EMPIRE BOULEVARD,0029622,48203,0
40,309,43,POINT (-73.95645699999994 40.65559300000007),9,21,BR0398,BEDFORD AV,PARKSIDE AV,-73.956457,40.655593,829,3,Brooklyn,BEDFORD AVENUE,0028498,38364,0
40,314,43,POINT (-73.96140299999996 40.65496900000005),9,21,BR0399,PARKSIDE AV,OCEAN AV,-73.961403,40.654969,830,3,Brooklyn,PARKSIDE AVENUE,0028261,47293,18182
40,317,43,POINT (-73.95006099999995 40.65477600000003),9,20,BR0400,NOSTRAND AV,CLARKSON AV,-73.950061,40.654776,831,3,Brooklyn,NOSTRAND AVENUE,0028744,44430,0
43,310,46,POINT (-74.04006399999997 40.62194800000003),11,22,BR0409,SHORE RD,91 ST,-74.040064,40.621948,832,3,Brooklyn,SHORE ROAD,0016631,37389,0
43,310,46,POINT (-74.01622299999997 40.625717000000066),11,22,BR0413,BAY RIDGE PKWY,Ft Hamilton Pkwy,-74.016223,40.625717,833,3,Brooklyn,BAY RIDGE PARKWAY,0126879,37003,0
43,310,46,POINT (-74.02592599999997 40.62119400000006),11,22,BR0416,86 ST,5 AV,-74.025926,40.621194,834,3,Brooklyn,86 STREET,0017077,37065,0
43,310,49,POINT (-74.00718899999998 40.62026400000008),11,22,BR0418,BAY RIDGE PKWY,13 AV,-74.007189,40.620264,835,3,Brooklyn,BAY RIDGE PARKWAY,0127141,37018,0
43,310,64,POINT (-74.02759299999997 40.631695000000036),11,22,BR0420,3 AV,BAYRIDGE PKWY,-74.027593,40.631695,836,3,Brooklyn,3 AVENUE,0017108,37662,0
43,310,64,POINT (-74.02244299999995 40.629751000000056),11,22,BR0423,5 AV,BAY RIDGE PKWY,-74.022443,40.629751,837,3,Brooklyn,5 AVENUE,0017289,53438,0
43,310,46,POINT (-74.03449899999998 40.61479000000003),11,22,BR0424,3 AV,MARINE AV,-74.034499,40.61479,838,3,Brooklyn,3 AVENUE,0108564,37849,64760
43,310,46,POINT (-74.02422999999999 40.62016900000003),11,22,BR0430,86 ST,Ft Hamilton Pkwy,-74.02423,40.620169,839,3,Brooklyn,86 STREET,0017155,37063,0
43,310,64,POINT (-74.02285199999994 40.62950100000006),11,22,BR0433,BAY RIDGE PKWY,5 AV,-74.022852,40.629501,840,3,Brooklyn,BAY RIDGE PARKWAY,0109269,37010,11802
47,311,47,POINT (-73.98682499999995 40.598153000000025),10,22,BR0460,25 AV,86 ST,-73.986825,40.598153,841,3,Brooklyn,25 AVENUE,0019054,56589,0
44,312,48,POINT (-73.97847999999993 40.61651600000005),10,17,BR0465,BAY PKWY,60 ST,-73.97848,40.616516,842,3,Brooklyn,BAY PARKWAY,0026503,51338,17209
43,311,49,POINT (-73.99621599999995 40.613424000000066),10,22,BR0467,BAY RIDGE PKWY,18 AV,-73.996216,40.613424,843,3,Brooklyn,BAY RIDGE PARKWAY,0019859,37023,0
43,311,49,POINT (-73.99628299999995 40.613211000000035),10,22,BR0469,18 AV,BAY RIDGE PKWY,-73.996283,40.613211,844,3,Brooklyn,18 AVENUE,0019977,42542,0
43,311,46,POINT (-73.99949999999995 40.595282000000054),11,23,BR0471,SHORE PKWY,BAY PKWY,-73.9995,40.595282,845,3,Brooklyn,SHORE PARKWAY,9009667,167800,0
43,311,47,POINT (-74.00287099999997 40.60752100000008),11,22,BR0472,86 ST,18 AV,-74.002871,40.607521,846,3,Brooklyn,86 STREET,0019693,37083,0
47,311,47,POINT (-74.00245099999995 40.60701000000006),11,22,BR0473,86 ST,18 AV,-74.002451,40.60701,847,3,Brooklyn,86 STREET,0019695,37084,0
47,311,47,POINT (-74.00273099999998 40.60708400000004),11,22,BR0474,18 AV,86 ST,-74.002731,40.607084,848,3,Brooklyn,18 AVENUE,0019694,42598,13332
43,311,47,POINT (-74.00253599999996 40.60745500000007),11,22,BR0475,18 AV,86 ST,-74.002536,40.607455,849,3,Brooklyn,18 AVENUE,0019701,42597,0
47,311,47,POINT (-73.99681899999996 40.59590300000008),11,23,BR0481,CROPSEY AV,23 AV,-73.996819,40.595903,850,3,Brooklyn,CROPSEY AVENUE,0018708,42461,0
44,312,48,POINT (-73.96569299999999 40.62673900000004),9,17,BR0495,Coney Island Av,AV I,-73.965693,40.626739,851,3,Brooklyn,CONEY ISLAND AVENUE,0026899,39264,0
44,312,48,POINT (-73.97734699999995 40.63056100000006),10,17,BR0498,18 AV,MCDONALD AV,-73.977347,40.630561,852,3,Brooklyn,2010 CB BOUNDARY,0220510,0,0
38,312,51,POINT (-73.99899999999997 40.639252000000056),10,17,BR0510,49 ST,10 AV,-73.999,40.639252,853,3,Brooklyn,49 STREET,0020955,42814,0
44,312,48,POINT (-73.97108899999995 40.624190000000056),10,17,BR0511,AV J,OCEAN PKWY,-73.971089,40.62419,854,3,Brooklyn,AVENUE J,0163428,38109,0
47,313,45,POINT (-73.97917299999995 40.59294900000003),11,23,BR0524,86 ST,W 8 ST,-73.979173,40.592949,855,3,Brooklyn,86 STREET,0222417,119374,9001270
47,313,46,POINT (-73.99514599999998 40.57273200000003),8,23,BR0529,SURF AV,W 29 ST,-73.995146,40.572732,856,3,Brooklyn,SURF AVENUE,9007173,56773,0
47,313,46,POINT (-73.98986299999996 40.573830000000044),8,23,BR0530,SURF AV,W 23 ST,-73.989863,40.57383,857,3,Brooklyn,SURF AVENUE,9001452,56768,9000783
48,313,46,POINT (-73.97389299999998 40.57500700000003),8,23,BR0531,SURF AV,W 5 ST,-73.973893,40.575007,858,3,Brooklyn,SURF AVENUE,0266394,56760,0
47,313,46,POINT (-73.96693899999997 40.584745000000055),11,23,BR0534,OCEAN PKWY,SHORE PKWY,-73.966939,40.584745,859,3,Brooklyn,OCEAN PARKWAY,0133652,38887,103501
48,313,46,POINT (-73.97213499999998 40.57922800000006),8,23,BR0538,W 5 ST,NEPTUNE AV,-73.972135,40.579228,860,3,Brooklyn,WEST 5 STREET,9009145,90209,0
48,313,45,POINT (-73.96033199999994 40.58196300000003),8,23,BR0539,NEPTUNE AV,CONEY ISLAND AV,-73.960332,40.581963,861,3,Brooklyn,NEPTUNE AVENUE,0025705,39804,0
48,313,45,POINT (-73.95953499999996 40.58195400000005),8,23,BR0540,NEPTUNE AV,CONEY ISLAND AV,-73.959535,40.581954,862,3,Brooklyn,NEPTUNE AVENUE,0025715,39805,0
48,313,46,POINT (-73.96723599999996 40.58135500000003),8,23,BR0542,OCEAN PKWY,WEST AV - MAIN DR,-73.967236,40.581355,863,3,Brooklyn,OCEAN PARKWAY,0189075,38876,16562
48,313,46,POINT (-73.97707999999994 40.575481000000025),8,23,BR0543,SURF AV,W 8 ST,-73.97708,40.575481,864,3,Brooklyn,SURF AVENUE,0024771,171330,0
47,313,46,POINT (-73.99502999999999 40.57541900000007),8,23,BR0546,MERMAID AV,W 29 ST,-73.99503,40.575419,865,3,Brooklyn,MERMAID AVENUE,0018346,42405,0
47,313,46,POINT (-73.98866299999997 40.57612500000005),8,23,BR0547,MERMAID AV,W 22 ST,-73.988663,40.576125,866,3,Brooklyn,MERMAID AVENUE,0018412,42411,0
45,314,42,POINT (-73.95739499999996 40.63020700000004),9,21,BR0563,OCEAN AV,AV H,-73.957395,40.630207,867,3,Brooklyn,OCEAN AVENUE,0027309,38400,0
45,314,48,POINT (-73.95648099999994 40.625414000000035),9,17,BR0564,OCEAN AV,AV J,-73.956481,40.625414,868,3,Brooklyn,OCEAN AVENUE,0027301,38403,0
48,314,45,POINT (-73.96274799999998 40.61275100000006),9,17,BR0565,Coney Island Av,AV O,-73.962748,40.612751,869,3,Brooklyn,CONEY ISLAND AVENUE,0026980,39274,0
45,314,41,POINT (-73.94500999999997 40.61633000000006),9,19,BR0571,NOSTRAND AV,KINGS HWY,-73.94501,40.61633,870,3,Brooklyn,NOSTRAND AVENUE,0163540,44455,89928
45,314,42,POINT (-73.95279399999998 40.63185900000008),9,21,BR0573,BEDFORD AV,CAMPUS RD,-73.952794,40.631859,871,3,Brooklyn,BEDFORD AVENUE,0027445,46897,0
44,314,48,POINT (-73.96471299999996 40.62474300000008),9,17,BR0576,AV J,CONEY ISLAND AV,-73.964713,40.624743,872,3,Brooklyn,AVENUE J,0026892,38101,0
48,314,42,POINT (-73.95514999999995 40.61827000000005),9,17,BR0577,OCEAN AV BETWEEN AV M & BAY ST,BETWEEN AV M & BAY ST,-73.95515,40.61827,873,3,Brooklyn,OCEAN AVENUE,0027281,38406,0
45,314,42,POINT (-73.94957999999997 40.63433100000003),9,21,BR0579,GLENWOOD RD,FLATBUSH AV,-73.94958,40.634331,874,3,Brooklyn,GLENWOOD ROAD,0028635,46714,0
48,314,48,POINT (-73.95509499999997 40.62091400000003),9,17,BR0582,AV L,OCEAN AV,-73.955095,40.620914,875,3,Brooklyn,AVENUE L,0027290,43850,0
48,314,42,POINT (-73.95448599999997 40.61646100000007),9,17,BR0583,OCEAN AV,AV N,-73.954486,40.616461,876,3,Brooklyn,OCEAN AVENUE,0027283,38407,0
45,314,42,POINT (-73.95268199999998 40.63241700000003),9,21,BR0584,BEDFORD AV,CAMPUS RD,-73.952682,40.632417,877,3,Brooklyn,BEDFORD AVENUE,0028516,46898,0
46,315,41,POINT (-73.94211399999995 40.60032600000005),9,19,BR0591,AV U,NOSTRAND AV,-73.942114,40.600326,878,3,Brooklyn,AVENUE U,0039723,45379,0
48,315,45,POINT (-73.95392499999997 40.58291000000003),8,22,BR0595,SHORE BLVD,EMMONS AV,-73.953925,40.58291,879,3,Brooklyn,2000 CB BOUNDARY,0103769,0,64526
44,315,45,POINT (-73.96203899999995 40.607432000000074),11,17,BR0598,Coney Island Av,KINGS HWY,-73.962039,40.607432,880,3,Brooklyn,CONEY ISLAND AVENUE,0026955,39277,17460
48,315,45,POINT (-73.96146399999998 40.607395000000054),11,17,BR0599,KINGS HWY,CONEY ISLAND AV,-73.961464,40.607395,881,3,Brooklyn,KINGS HIGHWAY,0026954,47716,0
48,315,45,POINT (-73.95987899999994 40.60816700000004),11,17,BR0608,KINGS HWY,E 13 ST,-73.959879,40.608167,882,3,Brooklyn,KINGS HIGHWAY,0027092,47714,17534
48,315,45,POINT (-73.95530999999994 40.60997000000003),9,17,BR0609,KINGS HWY,E 18 ST,-73.95531,40.60997,883,3,Brooklyn,KINGS HIGHWAY,0027249,47708,0
48,315,41,POINT (-73.94984699999998 40.59034900000006),9,22,BR0615,OCEAN AV,AV Y,-73.949847,40.590349,884,3,Brooklyn,OCEAN AVENUE,0026242,38421,0
48,315,41,POINT (-73.93472899999995 40.58417000000003),8,23,BR0621,EMMONS AV,FORD ST,-73.934729,40.58417,885,3,Brooklyn,EMMONS AVENUE,0150926,46977,0
47,315,45,POINT (-73.97299799999996 40.597079000000065),11,22,BR0625,AV U,MCDONALD AV,-73.972998,40.597079,886,3,Brooklyn,AVENUE U,0025190,45356,0
47,315,45,POINT (-73.96898299999998 40.59060600000004),11,23,BR0628,AV X,E 1 ST,-73.968983,40.590606,887,3,Brooklyn,AVENUE X,0025274,60461,0
40,309,43,POINT (-73.94708699999995 40.65584400000006),9,20,BR0684,NEW YORK AV,CLARKSON AV,-73.947087,40.655844,888,3,Brooklyn,NEW YORK AVENUE,0028746,44186,0
40,314,42,POINT (-73.95591399999995 40.65018300000003),9,21,BR0688,BEDFORD AV,CHURCH  AV,-73.955914,40.650183,889,3,Brooklyn,BEDFORD AVENUE,0028489,38370,0
40,317,42,POINT (-73.95534999999995 40.65048800000005),9,21,BR0700,CHURCH AV,BEDFORD AV,-73.95535,40.650488,890,3,Brooklyn,CHURCH AVENUE,0028490,38463,0
46,318,59,POINT (-73.92830999999995 40.61470900000006),8,19,BR0743,FLATBUSH AV,FILLMORE AV,-73.92831,40.614709,891,3,Brooklyn,FLATBUSH AVENUE,0041096,38766,0
40,314,43,POINT (-73.96006599999998 40.655493000000035),9,21,BR9001,PARKSIDE AV,FLATBUSH AV,-73.960066,40.655493,892,3,Brooklyn,PARKSIDE AVENUE,0028377,47292,0
35,302,57,POINT (-73.98119999999994 40.68990000000008),8,25,BS1001,DEKALB AV @ FLATBUSH AVENUE,@ FLATBUSH AVENUE,-73.9812,40.6899,893,3,Brooklyn,DEKALB AVENUE,0162950,38188,80631
34,301,53,POINT (-73.94455999999997 40.71448000000004),12,18,BS1003,GRAHAM AV @ METROPOLITAN AVE,@ METROPOLITAN AVE,-73.94456,40.71448,894,3,Brooklyn,METROPOLITAN AVENUE,0031420,46663,19957
48,315,45,POINT (-73.95818999999995 40.60890000000006),9,17,BS1004,KINGS HWY @ E. 15TH ST,@ E. 15TH ST,-73.95819,40.6089,895,3,Brooklyn,KINGS HIGHWAY,0027102,47712,17539
38,307,51,POINT (-74.00408999999996 40.654480000000035),7,20,BS1005,4TH AV @ 36TH ST,@ 36TH ST,-74.00409,40.65448,896,3,Brooklyn,4 AVENUE,0158090,36840,0
47,313,46,POINT (-73.98074999999994 40.57597000000004),8,23,BS1007,SURF AV @ STILLWELL AVENUE,@ STILLWELL AVENUE,-73.98075,40.57597,897,3,Brooklyn,BRIGHTON/CULVER LINE,8103036,0,0
26,402,37,POINT (-73.95269999999994 40.74240000000003),12,12,BS2001,JACKSON AVE @ 50 AVENUE,@ 50 AVENUE,-73.9527,40.7424,898,4,Queens,50 AVENUE,0165199,7967,22249
22,401,36,POINT (-73.92140999999998 40.766620000000046),12,12,BS2002,31 ST @ 30 AVENUE,@ 30 AVENUE,-73.92141,40.76662,899,4,Queens,31 STREET,0067901,23145,0
28,410,24,POINT (-73.82443999999998 40.68632000000008),5,10,BS2003,LEFFERTS BLVD @ LIBERTY AVE,@ LIBERTY AVE,-73.82444,40.68632,900,4,Queens,LIBERTY AVENUE,0054825,17276,0
29,406,28,POINT (-73.84471999999994 40.71998000000008),6,16,BS2005,71ST AV @ AUSTIN STREET,@ AUSTIN STREET,-73.84472,40.71998,901,4,Queens,AUSTIN STREET,0082570,13793,50372
15,207,78,POINT (-73.89399999999995 40.86280000000005),13,33,BS3001,E KINGSBRIDGE @ BRIGGS AVENUE,@ BRIGGS AVENUE,-73.894,40.8628,902,2,Bronx,COLES LANE,0080049,84817,0
14,205,86,POINT (-73.90646999999996 40.84958000000006),15,33,BS3002,GRAND CONCOURSE @ E TREMONT AVE,@ E TREMONT AVE,-73.90647,40.84958,903,2,Bronx,EAST TREMONT AVENUE,0144962,36158,0
2,105,75,POINT (-73.98989999999998 40.73700000000008),12,28,BS4001,E 17 ST @ BROADWAY,@ BROADWAY,-73.9899,40.737,904,1,Manhattan,EAST 17 STREET,0251073,4316,0
26,402,37,POINT (-73.93303999999995 40.742830000000026),12,12,BS4003,W. 23ST @ 6TH AVE,@ 6TH AVE,-73.93304,40.74283,905,4,Queens,32 PLACE,0106833,26385,40778
3,104,75,POINT (-73.99884999999995 40.74562000000003),10,27,BS4006,23 ST @ 8TH AVE,@ 8TH AVE,-73.99885,40.74562,906,1,Manhattan,WEST 23 STREET,0033540,1166,0
1,103,65,POINT (-73.99007999999998 40.71392000000003),7,26,BS4008,RUTGERS ST @ E. BROADWAY,@ E. BROADWAY,-73.99008,40.71392,907,1,Manhattan,RUTGERS STREET,0024170,96923,15827
3,105,75,POINT (-73.99342999999999 40.75152000000003),10,31,BS4009,W 33 ST @ 8 AVENUE,@ 8 AVENUE,-73.99343,40.75152,908,1,Manhattan,WEST 33 STREET,0297868,174203,0
49,501,61,POINT (-74.07512999999994 40.64255000000003),11,23,BS5001,ST GEORGE FERRY TERMINAL @ RICHMOND TERRACE,@ RICHMOND TERRACE,-74.07513,40.64255,909,5,Staten Island,RICHMOND TERRACE,0145038,171101,98057
50,502,64,POINT (-74.06699999999995 40.59038000000004),11,23,BS5002,FR. CAPODANNO BLVD @ SAND LANE,@ SAND LANE,-74.067,40.59038,910,5,Staten Island,FR CAPODANNO BOULEVARD,0155468,44819,0
51,503,62,POINT (-74.17091799999997 40.56014300000004),11,24,BS5003,WAINWRIGHT AVE @ RICHMOND AVE,@ RICHMOND AVE,-74.170918,40.560143,911,5,Staten Island,ELTINGVILLE TRANSIT CENTER DRVWY,0291350,170389,9043877
11,208,81,POINT (-73.90431499999994 40.90657100000004),16,34,BX0001,RIVERDALE AV,W 259 ST,-73.904315,40.906571,912,2,Bronx,RIVERDALE AVENUE,0080925,84758,0
